original	gold_id	pred_id
あじゃあ今も花火が見えるわけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
今はもう見えなくなった	過去	現在（状態、性質、考えなど）
あの今隅田川の花火もあのほら会場がすごい変わってきて私と小さい頃は両国の方だったのもっと	過去-現在（習慣など）	過去
隅田川って言わなかったんだよね両国の花火っつてね	過去	過去
おじさん介護してるおじさんこんなになっちゃったからここにこんなになったか	過去-現在（習慣など）	過去
私介護いってんの介護してる	過去-現在（習慣など）	現在（状態、性質、考えなど）
おじさんよ私のうちの旦那の	過去-現在（習慣など）	現在（状態、性質、考えなど）
喉頭癌と舌癌の中間だからさ	過去-現在（習慣など）	現在（状態、性質、考えなど）
せそれでもう７０いくつでこんなこの爺さんみたいになっちゃってさそう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どのおじさまなの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あなたが介護してるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
喉頭がんじゃないんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
家のほらおじさんも今週亡くなったんだけどさだけど９８数えで	最近（1か月以内）	現在（状態、性質、考えなど）
もう老衰？	最近（1か月以内）	現在（状態、性質、考えなど）
これ知ってる	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
変なホテルっつってロボットが	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
老衰だったみたいで亡くなったみたい	最近（1か月以内）	過去
誰これ	最近（1か月以内）	現在（状態、性質、考えなど）
ロボット	最近（1か月以内）	現在（状態、性質、考えなど）
はいはいはいあのみんな人間じゃない人が対応するのね	過去-現在（習慣など）	現在（状態、性質、考えなど）
あーそう変なホテルあるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
変なホテルのＨＩＳでもって変なホテルって言うの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これ二人いるのよほらこれと	最近（1か月以内）	現在（状態、性質、考えなど）
私いらっしゃいませってさいろんな国の言葉を何か喋ってるわけ	最近（1か月以内）	現在（状態、性質、考えなど）
だからこれ泊まる用でみんな中国人なんかとかみんな	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ビジネスホテルじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
知らない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
なんか泊まってたよ	最近（1か月以内）	過去
え泊まったのそこへ	最近（1か月以内）	過去
泊まるの	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
あビジネスホテル	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
どこにあるの変なホテルって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのこっちの築地の駅のそばのところ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
遊ぶのあちこち行ってんのねそいで写真ばしばし撮って	過去-現在（習慣など）	過去
撮りに行くんじゃないの行った時にさちょっと撮るだけよ私	過去-現在（習慣など）	過去-現在（習慣など）
でもやっぱりそっち方向に行ってるって事でしょ	過去-現在（習慣など）	現在（状態、性質、考えなど）
だって側だからさ	過去-現在（習慣など）	現在（状態、性質、考えなど）
なんかなんとなく用事でなんか行った時に撮るよ私私	過去-現在（習慣など）	過去
まだまだ7０いくつなの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そうよこれでそんななっちゃったのよ	現在（状態、性質、考えなど）	過去
いつ死ぬかわかんないからさとりあえず写真撮っといた	過去-現在（習慣など）	過去
小山さんのおじさんなの本当の	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
死んだ死んだ旦那のお兄さん	現在（状態、性質、考えなど）	過去
じゃあもうあれじゃんご兄弟じゃない義理ではあるけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
え義理の兄弟ですか	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもそばに住んでるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
側じゃないよ足立区の方	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも世話してるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これ聖路加病院のほら6階6階	最近（1か月以内）	現在（状態、性質、考えなど）
聖路加病院の上も良いのよ庭になってるから	過去-現在（習慣など）	現在（状態、性質、考えなど）
これ聖路加病院よ	最近（1か月以内）	現在（状態、性質、考えなど）
でも聖路加病院ってさ産婦人科とかはいいかもしれないけどあまり良くないんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
良くないよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
評判悪いもんすごい	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あなたに聞いたんだっけ	過去	過去
私そうそうそうそうそう悪いってそうだから	過去	現在（状態、性質、考えなど）
聖路加病院高くて部屋代金個室	現在（状態、性質、考えなど）	過去
入院費3万2千5百円よ今全部個室だもん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
保険のとこいくつかあるのね入れないの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それで保険の人が滅多に入れないのね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから長期入院した時はあの何少し一週間ぐらいねその入れてくれてそれでまた個室に	過去	過去
お金を払わなくちゃなんないんでしょどうですか	過去	現在（状態、性質、考えなど）
保険のところただそこはね入院費	過去	現在（状態、性質、考えなど）
４つか四つか五つくらいしかないでしょ	過去	現在（状態、性質、考えなど）
だって大きいんじゃないの聖路加病院って	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私あそこ入院してたのよ	過去	過去
あの白内障網膜剥離になっちゃった車に衝突して	過去	過去
半月入院して手術して200万近く取られた	過去	過去
網膜剥離で100万	過去	現在（状態、性質、考えなど）
だからまだあの何3割負担3割負担ぐらいだった	過去	過去
健康診断あそこは健康診断やんないんだよね聖路加はね	過去-現在（習慣など）	現在（状態、性質、考えなど）
ただ健康診断75000円ぐらい	過去	現在（状態、性質、考えなど）
あのあれがねあの人間ドックがね７５０００円くらいだったよ	過去	過去
もう私も心筋梗塞で聖路加入ったのね救急車でね	過去	過去
聖路加行ったの	過去	過去
今行ってるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
聖路加あー私今年で健康診断だからな	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
私７０になるのねだからその区切りとしてあのね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
人間ドックやったことないの	過去-現在（習慣など）	過去
も今までいや健康診断はやってるよ毎年ね	過去-現在（習慣など）	過去-現在（習慣など）
だけど人間ドックってのやってないわけよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
区のやってんでしょ	過去-現在（習慣など）	現在（状態、性質、考えなど）
あんまり変わらないよやっても	過去-現在（習慣など）	現在（状態、性質、考えなど）
わたしずっとやってたけどねえ	過去-現在（習慣など）	過去
だってあのなんかねあの人間ドックっていっても７，８万でしょ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だから聖路加どこでもねあのちょっと胃がおかしいんですけどって言ってみてください知って	未来（予定、予測、願望、仮定など）	過去
そうすと胃カメラやってくれその方がずっと安いですって	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だからそういう風にやって大腸もそういう風にやってみてもらうといいんだって人間ドックなんかじゃなくて	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
高いんだって	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
どう思う	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
言ってみてもらったほうが良いの部分的に	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
人間ドックだとすごいこっちのほうでタワーの方でやるんだよね聖路加タワーの流れ作業こうやってね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
まとめてまとめて頭から先まで全部やりたいんでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だってやってくれる違う MRI も頭のも	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
ＣＴはやったことあるけど	過去	過去
あと甲状腺の MRI とか色々入ってんの	過去	現在（状態、性質、考えなど）
それでね46000円ぐらい	過去	過去
そいでいくら	過去	現在（状態、性質、考えなど）
だいたいそのくらいね4万ちょっとよ	過去	現在（状態、性質、考えなど）
あと腫瘍マーカーも入ってんの	過去	現在（状態、性質、考えなど）
だってさそんな私7万５千円だったよ聖路加	過去	過去
聖路加じゃないところでやるのそれ	過去	現在（状態、性質、考えなど）
文京区の	過去	現在（状態、性質、考えなど）
ところなんだけど春日クリニック	過去	現在（状態、性質、考えなど）
あそこオプションがそういうのはいっぱい揃っててね	過去	現在（状態、性質、考えなど）
春日クリニック評判良くないのよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
だけどさあっちで私達受けらんないじゃん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもねあの会社のとか結構来てるよどう評判	過去-現在（習慣など）	現在（状態、性質、考えなど）
聖路加もうやめた高いからさ	過去	過去
それでもって区のやつする月島クリニック行ってる先生の所	過去-現在（習慣など）	現在（状態、性質、考えなど）
一昨日も薬もらいに行って	最近（1か月以内）	過去
なんかほらない聖路加病院みたく悪いって	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
順天堂は文京区に順天堂文京区じゃないでしょうあれ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
先生って聖路加にいた先生でしょ	過去	過去
怖いなんて口が悪いってね	過去-現在（習慣など）	現在（状態、性質、考えなど）
でも口が悪いなんて怖いって人もいるけどすごく	過去-現在（習慣など）	現在（状態、性質、考えなど）
さっぱりした先生	過去-現在（習慣など）	過去
あれは文京区じゃない中央区になっちゃう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あそうだっけだけど順天堂だけど文京区ｍｐあの健康診断のあれに入ってなくないリストに	過去	現在（状態、性質、考えなど）
入ってたっけ	過去	現在（状態、性質、考えなど）
順天堂文京区よ確か	過去	現在（状態、性質、考えなど）
それでね往診してくれるの	過去-現在（習慣など）	現在（状態、性質、考えなど）
家の近所の人往診してもらってる	過去-現在（習慣など）	過去
ね大学病院は入ってないんじゃない	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でも人間ドックなんでしょ別でしょ健康診断と別	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だとボケ科とか色々あるわけよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あそこねクリニック春日クリニックの中の人間ドックなの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だから健康診断プラス何々って感じなのよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
文京区でもある程度面倒見てくれるの	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
それで プラス４万6500円も5万円ぐらい払う払うだろ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
普通のところで診てもらってそれでほらもしあのガンガンが見つかったらあのあそこ今はがんセンター	未来（予定、予測、願望、仮定など）	過去
それから向こうに新しくできたような築地ともう一つ何だっけえーと	過去	現在（状態、性質、考えなど）
がんセンターそうそうそうそうそう	過去	現在（状態、性質、考えなど）
あの豊洲の方でしょ昭和医大	過去	現在（状態、性質、考えなど）
プラス私健康診断プラス腫瘍マーカーやってたの	過去	過去
だって全部調べられないから腫瘍マーカーやればほらなんか悪ければ引っかかるじゃない	過去	現在（状態、性質、考えなど）
がんセンターあそこは新しくできてねまだもうでも1０年くらいかな	過去	現在（状態、性質、考えなど）
あそこ何か四人部屋で窓側を希望すると部屋代5000円なんだってそれで廊下側はゼロなんだってそう	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だから私の友達もおととしかなあの子があのほらがんセンター築地とさもう一つあるじゃんこっち東雲どこだっけあの	過去	現在（状態、性質、考えなど）
何廊下側	過去	現在（状態、性質、考えなど）
築地とそれからもう一つあるじゃん信濃町じゃなくって向こうあの	過去-現在（習慣など）	現在（状態、性質、考えなど）
もっと青鹿の方がじゃない	過去-現在（習慣など）	現在（状態、性質、考えなど）
違う違う違うすぐ近く	過去-現在（習慣など）	現在（状態、性質、考えなど）
浜松町じゃない	過去-現在（習慣など）	現在（状態、性質、考えなど）
浜松町の方	過去-現在（習慣など）	現在（状態、性質、考えなど）
がんセンターでしょ	過去-現在（習慣など）	現在（状態、性質、考えなど）
あのねがんセンターえーとね	過去-現在（習慣など）	現在（状態、性質、考えなど）
あのがんセンター国立がんセンター4人部屋入ると窓際は5000円	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
なんだってそれで廊下の方はゼロなんだって	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だから私のお友達はないけどもあれだよ息子さん癌で亡くなったんだけどね	過去	過去
で私の友達も去年あの婦人の方のあれで入院して手術したのね	過去	過去
それでせっちゃんせっちゃんがんであれするときはそこにいってそれで窓際じゃなくて廊下側で結構ですって言うとね０なんだって	過去	現在（状態、性質、考えなど）
０ってなんだって	過去	現在（状態、性質、考えなど）
だって治療が違うわけじゃないでしょただ部屋でけでね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
なんでなんでだろう5000円と出るじゃん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
いやそれは色々と出入りがあれがあるからねあそこ見えちゃうし	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって聖路加で3万2千いくらとられるんだったらさ寝てたってさ二日目いくらって計算しなきゃなんないじゃん	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だからさ白内障の話したら日帰りでもね1日で泊まったあれ取られるんだって32500円	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
昨日私と昭和大学じゃない平和島行った時さやっぱり子供の友達お母さんと久しぶり会ったの	最近（1か月以内）	過去
そしたらやっぱり白内障手術するのに近くだから私は日帰りで良いですっていったら1日ぶんとられたんだって	最近（1か月以内）	過去
普通は取られないでしょ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
で一泊しても一緒なの一泊しても	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
相当なの普通はどうなる	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
一泊普通でも一泊すればも取られるけども	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
普通でもなんか取られるみたいよ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
ちょっとちょっと休んでいきなさいって言ってから取られるみたい1日泊まるあれ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
じゃあ泊まっちゃった方が良いってこと	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
泊まったら一泊二日とられんの今度	未来（予定、予測、願望、仮定など）	過去
それもさ私だってさあそこ井上眼科白内障手術必要で予約したらさ	過去	過去
一泊泊まったら一泊2日分取られる	過去	現在（状態、性質、考えなど）
石原さんだったからねあのくらいだったかな	過去	過去
部屋代のが高い	過去	現在（状態、性質、考えなど）
白内障手術したのなんか早いんじゃない	過去	過去
いや最近皆さん早いわよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
最近早いの	過去-現在（習慣など）	現在（状態、性質、考えなど）
50代の方もやるわよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だか私私だからもう予約してんのよ井上眼科	過去	現在（状態、性質、考えなど）
5月に5月に予約したらもう10月よ	過去	現在（状態、性質、考えなど）
悪かったの白内障になってたなその時に	過去	過去
今まだね見えるんだけどでも持ってくとなんかなあにその日によってなんかぼわんとするときとさ見えるときと色々なるのよ	過去	現在（状態、性質、考えなど）
井上眼科ってあったっけ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
井上眼科御茶ノ水のそこねいいものねうん	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
でもすごい混んでるのよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
駅の真ん前よ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれ医科歯科のほう	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
医科歯科の私知らないけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
駅の真ん前にＪＲの駅の真ん前	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
広いもん混んでるけど	過去-現在（習慣など）	現在（状態、性質、考えなど）
結構やることが早い早い	過去-現在（習慣など）	現在（状態、性質、考えなど）
でも先生は確かよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
そいでアフターケアもね変だったらね変なったらちゃんと後々ちゃんとね面倒見てくれるの	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
だから赤堀先生がさあの三井のあそこ良いって言うけどさ	過去	現在（状態、性質、考えなど）
あそこ泊まる施設がないじゃないホテルだってよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
言ってたよそいで皆日帰りなんだって	過去	過去
家の方がさあの昭和大学結構	過去	現在（状態、性質、考えなど）
いつ手術したの	過去	過去
でもあの片側ずつやるんでしょあれって	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
でも見えないわけじゃないでしょまだ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
見るわよ見えるけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
まだ早いんじゃない	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
なんかなんであれ年取ってからやった方がいいって言われるのかしら	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あのー本当に悪くなってからした方がいいって話よ	過去	現在（状態、性質、考えなど）
ほらやっぱり眼科行ってその先生が見てもう白内障が入ってますよって言って手術した方がいいわよって言えばあれだけど	未来（予定、予測、願望、仮定など）	過去
私なんかも多少入ってるけども	過去	現在（状態、性質、考えなど）
まだ小倉さん手術しなくていいわよって言うから	過去	現在（状態、性質、考えなど）
でもその時はちょうどあのボードに赤い字で書くとなんか見にくいわけよそういうのが赤とかね	過去	過去
そいで佐久間眼科行ったじゃないってるじゃないね	過去	過去
そうすと目ん玉映したの見せてくれるわけ	過去	現在（状態、性質、考えなど）
グリーンになっちゃってるわけグリーンと黄色っぽいのがかかって	過去	現在（状態、性質、考えなど）
でもう白内障に入ってますとか言って	過去	現在（状態、性質、考えなど）
それはもう自分がやりたいと思った時やりなさいって言っただけで早いとか遅いとか自分次第だって言ったの	過去	過去
じゃちょっと私にちょっと今眼科の話ししてるけど	現在（状態、性質、考えなど）	過去-現在（習慣など）
ちょっとドックちょっともう1回考えよ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
だって７０だから婦人科とあの胃カメラはもう入ってんの入ってる	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
私は昨日行ったらねあの健康診断	最近（1か月以内）	過去
そしたら小倉さん偶数月にあの胃のあれはねあのただでやってくれるんだってだから小倉さん来年やんなさいっていうの	最近（1か月以内）	現在（状態、性質、考えなど）
ただほらあの何ピロリ菌の検査はしてもらうことになってんのね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
1回はもうやったよもうやって大丈夫だったの	過去	過去
それでまた今年健康診断でその胃の方は来年偶数のあれだから来年で胃カメラはそれでいいっていうの	最近（1か月以内）	現在（状態、性質、考えなど）
それであのだからじゃあピロリ菌の検査だけしてある	過去-現在（習慣など）	現在（状態、性質、考えなど）
血液だからねピロリ菌の検査はね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれまだやってないの	過去-現在（習慣など）	現在（状態、性質、考えなど）
まだしてないの	過去-現在（習慣など）	現在（状態、性質、考えなど）
やってないの	過去-現在（習慣など）	現在（状態、性質、考えなど）
早くしといた方がいいわよ	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
あと胃カメラ飲んだ時に聖路加でわかってさすごいますよってそれでもって	過去	過去
じゃあ薬飲んだでしょ	過去	過去
１週間ぐらい薬飲むでしょ	過去	過去-現在（習慣など）
なんかなんか忘れちゃったけど一回でうまくいったな	過去	過去
一度で出来ました一度出来た？	過去	過去
私二度やったのね	過去	過去
いないって言われたもうそれ本当かどうかわかんないけどさ	過去	現在（状態、性質、考えなど）
最初っからいなかったの	過去	過去
そいでねこんな横になって見せてくれるわけピンクの	過去	現在（状態、性質、考えなど）
なんか知らないけどこんな可愛いのにそんな悪いことすんのって	過去	現在（状態、性質、考えなど）
それでほらあの来るたんびにやるじゃないそうすとさ何も	過去-現在（習慣など）	過去
大丈夫	過去-現在（習慣など）	現在（状態、性質、考えなど）
大丈夫	過去-現在（習慣など）	現在（状態、性質、考えなど）
胃カメラはどのカメラ鼻から口から	過去	現在（状態、性質、考えなど）
鼻からの方が楽だって最近やってる人が	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
で私鼻からもね予約したんだけどどうなの初めてだから怖くて	過去-現在（習慣など）	過去
口からはげってなって絶対ダメなの	過去	現在（状態、性質、考えなど）
で一回目の仕事終わってから終わった時に最後に胃カメラ飲まなくちゃいけないと思って	過去	過去
あのやったのはあの麻酔して寝てる間にあるやっちゃうやつ	過去	過去
あなたもそう	過去	現在（状態、性質、考えなど）
あれは何	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
口から私いない	過去	現在（状態、性質、考えなど）
鼻からはやったことない	過去	過去
そしたらねあれはねあれはねもうねもう70とかね年いった60後半からねやれだったよ	過去	過去
そのままいっちゃうひといるんだって目が覚めないで	過去	現在（状態、性質、考えなど）
あの麻酔で	過去	現在（状態、性質、考えなど）
目が覚めなくて	過去	現在（状態、性質、考えなど）
聖路加病院でさやらないのよやってくれっていっても	過去	現在（状態、性質、考えなど）
あの麻酔ね今はね鼻から入れる場合はね鼻のとこだけに麻酔局部麻酔してくれるから	過去	現在（状態、性質、考えなど）
しゅってやんの	過去	現在（状態、性質、考えなど）
ちょっと鼻の方が楽だって最近はね意外と鼻を勧めるみたいよ鼻の方を	過去-現在（習慣など）	現在（状態、性質、考えなど）
大丈夫怖くない	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
下も上もやったことある大丈夫	過去	過去
あ本当げってならない	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
私の慣れてるからさもう10何回もやってる胃カメラなんて	過去	現在（状態、性質、考えなど）
あれよりいいってレントゲンはレントゲンよりいいですって先生おっしゃる	過去	現在（状態、性質、考えなど）
レントゲンするよりバリウム	過去	現在（状態、性質、考えなど）
バリウムは意味がないってあんなもんやってもお医者さんが言ってたもん	過去	過去
だから今回は胃カメラしようと思うんだけど鼻からをしたの	過去	過去
あそう大丈夫	過去	現在（状態、性質、考えなど）
うえって最初の方はうえって涙目に赤くなるほどなったけど	過去	過去
今大分細くなってる	過去-現在（習慣など）	現在（状態、性質、考えなど）
大腸はしたことある	過去	過去
大腸楽じゃない	過去	現在（状態、性質、考えなど）
私ない	過去-現在（習慣など）	現在（状態、性質、考えなど）
大腸は痛かった	過去	過去
やっぱもう本当にねやっぱり心筋梗塞やったせいか痛み止めが駄目だったんだかなんかね	過去	過去
うんここの曲がるところが痛くて	過去	現在（状態、性質、考えなど）
すごい痛くてもう途中でもういいですやめてくださいって言ったら	過去	過去
先生が変わってくれたのね	過去	過去
若い先生だったのそれで年配の	過去	過去
そしたらあのんでちょっと痛み止め入れましょうつってね点滴	過去	過去
そしたら痛くない	過去	現在（状態、性質、考えなど）
麻酔最初しなかったの最初から	過去	過去
だから私もしかしたら心筋梗塞やってるからだからね痛み止めダメなのかなって諦めて	過去	過去
少しするわよね	過去	現在（状態、性質、考えなど）
でその前昭和大学で行った時はちゃんと看護師さんのそばについててくれて	過去	過去
痛いっていうと今ちょうど角を曲がってるところだからって言ってあの言ってくれて	過去	過去
でもさそこでやるって言うのはさあれ薬飲むじゃない中きれいにするために	過去	現在（状態、性質、考えなど）
そんな遠くいっちゃったら電車乗っていけないからさ私聖路加でやったけど	過去	過去
そういう時はなんかね遠い人はね病院行ってからやる人もある	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
同じだよそうやってやってくれるってよあんまり年取るとあの止まってそう一泊してでちゃんとに向こうででちゃんとにあるしてくれるからね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
できるのあれかかるでしょそうなの	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
でもやっぱり遠いところではできないわね病院の近くがいいよね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
家から飲んでから全部出してから行くって言うね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
あれ飲むのが面倒くさいね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
何時間だか何分後とか忘れちゃったけどもう	現在（状態、性質、考えなど）	過去
今回20日の日から私20日の日健康診断	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
私あれやってきた	最近（1か月以内）	過去
歯医者が来たから歯医者さん	最近（1か月以内）	過去
なんかあの歯周病の	最近（1か月以内）	現在（状態、性質、考えなど）
歯周病のでしょ	最近（1か月以内）	現在（状態、性質、考えなど）
歯の健康診断ね中央区から来るの	最近（1か月以内）	現在（状態、性質、考えなど）
違うわよ	最近（1か月以内）	現在（状態、性質、考えなど）
歯の健康診断年とってくるとさあのの唾飲み込む力がなくなるから何秒間に何回飲み込むとかさ	過去-現在（習慣など）	現在（状態、性質、考えなど）
やるのよそいでさとパパとパパとか言えとかさラララとかなんかねそう言われて	最近（1か月以内）	現在（状態、性質、考えなど）
舌が顎につくのとか年取ると口をこれでぴゅっと出すことはできなくなるとかそういうのとかさ	最近（1か月以内）	現在（状態、性質、考えなど）
つば何回飲むかやんなさいったってね	最近（1か月以内）	現在（状態、性質、考えなど）
7回やったよ７回っていったよ	最近（1か月以内）	過去
1分とかに何回ですかとか言うんでしょ	最近（1か月以内）	現在（状態、性質、考えなど）
忘れちゃった	最近（1か月以内）	過去
でも1分間にそんなに飲みこまないのね	過去-現在（習慣など）	現在（状態、性質、考えなど）
歳のせいかなこれねそんなに	過去-現在（習慣など）	現在（状態、性質、考えなど）
らしいわよ	過去-現在（習慣など）	現在（状態、性質、考えなど）
まだつばがたまらないでしょ	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
で去年より１回多くなってましたよって言うから若くなったのかしら	最近（1か月以内）	過去
今までやってなかったんでしょ	過去-現在（習慣など）	過去
やってなかったんだけど	過去-現在（習慣など）	過去
ちょっと選ぼうかなそしたら	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
あのMRI だってさちょっとさちょっとめまいがするんですけどって言うとちゃんとにやってくれるよ	過去	現在（状態、性質、考えなど）
私前ねすごいめまいとか頭がやっぱり痛くてこうやってね横に夜寝る時にもなんかガンガンガンガンっていうか	過去	過去
でその時はほら会社の取引所かなんかみたいな保険所みたいなところ言って	過去	過去
でその時にさーレントゲン撮りますかっけど	過去	過去
いいですって言っちゃったのね	過去	過去
でもだから去年ね去年ね CT CT やったの	過去	過去
MRI じゃなくて CT のが安いんだよね安いから	過去	現在（状態、性質、考えなど）
だってあれ何千円だもんねそういうふうにしてもらうと	過去	現在（状態、性質、考えなど）
私そうそうそうあの CT 撮って別に異常がなかったら MRI 取らなくていいんだもん 	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
それちょっとなんかちょっと異常があれば MRI 撮りましょうって	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
じゃあ去年やったんだけど今年は今までやんなくていい	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
そういうふうにに行って診てもらった方がいいんだって	過去	現在（状態、性質、考えなど）
でも年取って手術するとさ体力持たなくてさしないほうが結構長生きするとか言うじゃない	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
私の知ってる人もドイツいってるんだけどやっぱり日本へ帰ってきて聖路加であの人間ドック	過去-現在（習慣など）	現在（状態、性質、考えなど）
だから毎年日本へ来るわけ	過去-現在（習慣など）	過去-現在（習慣など）
まあ親がね日本にいるからね	過去-現在（習慣など）	現在（状態、性質、考えなど）
見つかったの	過去	過去
僕じゃできないの	過去	現在（状態、性質、考えなど）
